SampleID	JobID	WallTime	MemUsed	State	Log
BMT144PRE	11122519	01:27:59	12.21 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT144PRE.11122519.log
BMT146D142	11122523	01:22:22	8.90 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT146D142.11122523.log
BMT146D2	11099028	00:34:08	6.52 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT146D2.11099028.log
BMT146D42	11099032	00:35:58	6.83 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT146D42.11099032.log
BMT146D52	11122439	00:13:00	2.88 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT146D52.11122439.log
BMT146D57	11122527	00:51:26	5.90 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT146D57.11122527.log
BMT146D69	11122531	01:17:33	14.17 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT146D69.11122531.log
BMT146pre	11122443	00:33:54	4.93 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT146pre.11122443.log
BMT148D67	11122535	01:05:26	12.09 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT148D67.11122535.log
BMT148PRE	11122539	01:43:18	7.02 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT148PRE.11122539.log
BMT149D12	11122447	00:35:16	6.09 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT149D12.11122447.log
BMT149D17	11122451	00:35:27	6.67 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT149D17.11122451.log
BMT149D24	11122455	00:42:56	6.97 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT149D24.11122455.log
BMT149D28	11122543	01:08:46	8.71 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT149D28.11122543.log
BMT149pre	11122459	00:48:02	9.45 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT149pre.11122459.log
BMT151D1	11122463	00:35:43	6.17 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT151D1.11122463.log
BMT151D114	11122547	01:02:15	7.55 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT151D114.11122547.log
BMT151D15	11122551	00:40:44	7.45 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT151D15.11122551.log
BMT151D43	11122555	00:50:53	9.18 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT151D43.11122555.log
BMT151pre	11122467	00:31:34	6.07 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT151pre.11122467.log
BMT152PRE	11122471	00:27:50	4.99 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT152PRE.11122471.log
