SampleID	JobID	WallTime	MemUsed	Nodes	Cores	CPU_Util	State	Log
D20726D28	11147718	00:45:54	4.43 GB	1	24	00:44:32	COMPLETED	Duke_short/5.3_shortbred/logs/D20726D28.11147718.log
D20726D366	11147721	00:42:18	5.71 GB	1	24	00:40:30	COMPLETED	Duke_short/5.3_shortbred/logs/D20726D366.11147721.log
D20726D62	11147724	00:59:38	7.43 GB	1	24	00:56:28	COMPLETED	Duke_short/5.3_shortbred/logs/D20726D62.11147724.log
D20726D97	11147727	00:29:47	3.83 GB	1	24	00:28:24	COMPLETED	Duke_short/5.3_shortbred/logs/D20726D97.11147727.log
D20726PRE	11147730	00:46:56	5.68 GB	1	24	00:44:54	COMPLETED	Duke_short/5.3_shortbred/logs/D20726PRE.11147730.log
D20784D113	11147733	00:45:17	5.59 GB	1	24	00:43:08	COMPLETED	Duke_short/5.3_shortbred/logs/D20784D113.11147733.log
D20784D12	11147970	00:44:20	4.52 GB	1	24	00:43:59	COMPLETED	Duke_short/5.3_shortbred/logs/D20784D12.11147970.log
D20784D171	11147736	00:58:09	6.68 GB	1	24	00:55:10	COMPLETED	Duke_short/5.3_shortbred/logs/D20784D171.11147736.log
D20784D24	11147739	00:50:12	4.62 GB	1	24	00:48:32	COMPLETED	Duke_short/5.3_shortbred/logs/D20784D24.11147739.log
D20784D61	11147742	00:53:58	5.05 GB	1	24	00:51:59	COMPLETED	Duke_short/5.3_shortbred/logs/D20784D61.11147742.log
D20784D7	11147745	01:01:05	5.94 GB	1	24	00:58:48	COMPLETED	Duke_short/5.3_shortbred/logs/D20784D7.11147745.log
D20784D89	11147748	00:54:33	4.83 GB	1	24	00:52:39	COMPLETED	Duke_short/5.3_shortbred/logs/D20784D89.11147748.log
D20784PRE	11147751	01:02:37	5.27 GB	1	24	01:00:25	COMPLETED	Duke_short/5.3_shortbred/logs/D20784PRE.11147751.log
D20923D15	11147754	00:58:41	5.47 GB	1	24	00:56:34	COMPLETED	Duke_short/5.3_shortbred/logs/D20923D15.11147754.log
D20923D22	11147757	00:46:08	1.34 GB	1	24	00:44:15	COMPLETED	Duke_short/5.3_shortbred/logs/D20923D22.11147757.log
D20923D8	11147760	00:59:04	4.70 GB	1	24	00:57:07	COMPLETED	Duke_short/5.3_shortbred/logs/D20923D8.11147760.log
D20923D98	11147763	00:50:32	4.13 GB	1	24	00:48:45	COMPLETED	Duke_short/5.3_shortbred/logs/D20923D98.11147763.log
D20923PRE	11147766	01:04:45	5.79 GB	1	24	01:02:41	COMPLETED	Duke_short/5.3_shortbred/logs/D20923PRE.11147766.log
D21044D10	11147772	00:33:28	3.06 GB	1	24	00:32:01	COMPLETED	Duke_short/5.3_shortbred/logs/D21044D10.11147772.log
D21044D102	11147769	00:59:37	5.01 GB	1	24	00:57:31	COMPLETED	Duke_short/5.3_shortbred/logs/D21044D102.11147769.log
D21044D20	11147775	00:59:04	5.64 GB	1	24	00:56:49	COMPLETED	Duke_short/5.3_shortbred/logs/D21044D20.11147775.log
D21044D27	11147778	01:06:24	5.92 GB	1	24	01:03:47	COMPLETED	Duke_short/5.3_shortbred/logs/D21044D27.11147778.log
D21044D60	11147781	00:51:47	4.36 GB	1	24	00:49:48	COMPLETED	Duke_short/5.3_shortbred/logs/D21044D60.11147781.log
D21044PRE	11147784	00:42:55	4.22 GB	1	24	00:41:04	COMPLETED	Duke_short/5.3_shortbred/logs/D21044PRE.11147784.log
D21276D13	11147787	00:45:53	5.53 GB	1	24	00:43:10	COMPLETED	Duke_short/5.3_shortbred/logs/D21276D13.11147787.log
D21276D183	11147790	00:33:51	4.67 GB	1	24	00:31:36	COMPLETED	Duke_short/5.3_shortbred/logs/D21276D183.11147790.log
D21276D-2	11147973	00:42:07	4.53 GB	1	24	00:41:45	COMPLETED	Duke_short/5.3_shortbred/logs/D21276D-2.11147973.log
D21276D30	11147793	00:54:45	6.66 GB	1	24	00:51:33	COMPLETED	Duke_short/5.3_shortbred/logs/D21276D30.11147793.log
D21276D5	11147796	00:59:32	5.44 GB	1	24	00:57:33	COMPLETED	Duke_short/5.3_shortbred/logs/D21276D5.11147796.log
D21276D57	11147976	00:37:53	1.31 GB	1	24	00:37:39	COMPLETED	Duke_short/5.3_shortbred/logs/D21276D57.11147976.log
D21276D89	11147799	00:52:06	4.74 GB	1	24	00:50:01	COMPLETED	Duke_short/5.3_shortbred/logs/D21276D89.11147799.log
D21276PRE	11147802	01:05:35	5.69 GB	1	24	01:03:27	COMPLETED	Duke_short/5.3_shortbred/logs/D21276PRE.11147802.log
D21281D2	11147805	00:37:14	4.61 GB	1	24	00:35:08	COMPLETED	Duke_short/5.3_shortbred/logs/D21281D2.11147805.log
D21281D49	11147808	00:38:55	4.73 GB	1	24	00:37:02	COMPLETED	Duke_short/5.3_shortbred/logs/D21281D49.11147808.log
D21281PRE	11147811	00:44:36	5.52 GB	1	24	00:42:24	COMPLETED	Duke_short/5.3_shortbred/logs/D21281PRE.11147811.log
D21309D0	11147814	01:01:41	5.48 GB	1	24	00:59:52	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D0.11147814.log
D21309D10	11147817	00:37:56	4.81 GB	1	24	00:36:12	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D10.11147817.log
D21309D15	11147820	00:20:04	1.24 GB	1	24	00:18:56	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D15.11147820.log
D21309D181	11147823	00:53:53	4.87 GB	1	24	00:52:23	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D181.11147823.log
D21309D22	11147826	00:14:42	2.22 GB	1	24	00:14:13	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D22.11147826.log
D21309D29	11147829	00:49:35	6.13 GB	1	24	00:47:30	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D29.11147829.log
D21309D365	11147832	00:55:57	5.26 GB	1	24	00:54:36	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D365.11147832.log
D21309D58	11147835	00:58:13	5.45 GB	1	24	00:56:54	COMPLETED	Duke_short/5.3_shortbred/logs/D21309D58.11147835.log
D21309PRE	11147838	00:49:46	4.80 GB	1	24	00:48:40	COMPLETED	Duke_short/5.3_shortbred/logs/D21309PRE.11147838.log
D21376D20	11147841	00:49:20	4.60 GB	1	24	00:48:12	COMPLETED	Duke_short/5.3_shortbred/logs/D21376D20.11147841.log
D21376D358	11147844	01:05:49	5.84 GB	1	24	01:04:14	COMPLETED	Duke_short/5.3_shortbred/logs/D21376D358.11147844.log
D21376D50	11147847	00:56:10	5.30 GB	1	24	00:54:56	COMPLETED	Duke_short/5.3_shortbred/logs/D21376D50.11147847.log
D21376D6	11147850	01:05:58	5.25 GB	1	24	01:04:36	COMPLETED	Duke_short/5.3_shortbred/logs/D21376D6.11147850.log
D21376D95	11147853	01:03:01	5.81 GB	1	24	01:01:43	COMPLETED	Duke_short/5.3_shortbred/logs/D21376D95.11147853.log
D21376PRE	11147856	00:44:41	1.20 GB	1	24	00:43:44	COMPLETED	Duke_short/5.3_shortbred/logs/D21376PRE.11147856.log
D21590D19	11147859	01:00:09	5.35 GB	1	24	00:58:38	COMPLETED	Duke_short/5.3_shortbred/logs/D21590D19.11147859.log
D21590D6	11147862	00:54:11	5.07 GB	1	24	00:52:57	COMPLETED	Duke_short/5.3_shortbred/logs/D21590D6.11147862.log
D21590D97	11147865	00:56:23	5.20 GB	1	24	00:55:15	COMPLETED	Duke_short/5.3_shortbred/logs/D21590D97.11147865.log
D21590PRE	11147868	00:49:29	4.36 GB	1	24	00:48:15	COMPLETED	Duke_short/5.3_shortbred/logs/D21590PRE.11147868.log
D21593D-3	11147871	01:07:43	5.87 GB	1	24	01:06:27	COMPLETED	Duke_short/5.3_shortbred/logs/D21593D-3.11147871.log
D21593D7	11147874	00:40:03	5.25 GB	1	24	00:39:06	COMPLETED	Duke_short/5.3_shortbred/logs/D21593D7.11147874.log
D21593PRE	11147877	00:43:13	5.77 GB	1	24	00:41:51	COMPLETED	Duke_short/5.3_shortbred/logs/D21593PRE.11147877.log
D21630D15	11147880	00:33:50	4.65 GB	1	24	00:32:49	COMPLETED	Duke_short/5.3_shortbred/logs/D21630D15.11147880.log
D21630D28	11147883	00:54:19	5.30 GB	1	24	00:53:00	COMPLETED	Duke_short/5.3_shortbred/logs/D21630D28.11147883.log
D21630D35	11147886	00:33:50	4.53 GB	1	24	00:33:04	COMPLETED	Duke_short/5.3_shortbred/logs/D21630D35.11147886.log
D21630D57	11147979	00:34:34	3.74 GB	1	24	00:34:17	COMPLETED	Duke_short/5.3_shortbred/logs/D21630D57.11147979.log
D21630D8	11147889	00:18:01	2.70 GB	1	24	00:17:35	COMPLETED	Duke_short/5.3_shortbred/logs/D21630D8.11147889.log
D21630D96	11147892	00:30:29	4.11 GB	1	24	00:29:38	COMPLETED	Duke_short/5.3_shortbred/logs/D21630D96.11147892.log
D21630PRE	11147895	00:55:12	5.16 GB	1	24	00:54:08	COMPLETED	Duke_short/5.3_shortbred/logs/D21630PRE.11147895.log
D21685D0	11147898	00:57:11	5.56 GB	1	24	00:56:10	COMPLETED	Duke_short/5.3_shortbred/logs/D21685D0.11147898.log
D21685D15	11147901	01:02:41	5.50 GB	1	24	01:01:25	COMPLETED	Duke_short/5.3_shortbred/logs/D21685D15.11147901.log
D21685D22	11147904	00:47:01	4.66 GB	1	24	00:46:01	COMPLETED	Duke_short/5.3_shortbred/logs/D21685D22.11147904.log
D21685D30	11147907	00:46:30	5.73 GB	1	24	00:45:18	COMPLETED	Duke_short/5.3_shortbred/logs/D21685D30.11147907.log
D21685D58	11147910	00:53:38	6.51 GB	1	24	00:52:16	COMPLETED	Duke_short/5.3_shortbred/logs/D21685D58.11147910.log
D21685D7	11147913	00:42:49	5.28 GB	1	24	00:41:23	COMPLETED	Duke_short/5.3_shortbred/logs/D21685D7.11147913.log
D21685NPE	11147916	01:00:25	5.74 GB	1	24	00:59:18	COMPLETED	Duke_short/5.3_shortbred/logs/D21685NPE.11147916.log
D21685PRE	11147919	00:46:40	4.57 GB	1	24	00:45:40	COMPLETED	Duke_short/5.3_shortbred/logs/D21685PRE.11147919.log
D21752D14	11147922	00:37:33	3.75 GB	1	24	00:36:39	COMPLETED	Duke_short/5.3_shortbred/logs/D21752D14.11147922.log
D21752PRE	11147925	00:43:53	4.47 GB	1	24	00:43:03	COMPLETED	Duke_short/5.3_shortbred/logs/D21752PRE.11147925.log
D21754D12	11147928	00:48:53	4.54 GB	1	24	00:48:10	COMPLETED	Duke_short/5.3_shortbred/logs/D21754D12.11147928.log
D21754D20	11147931	00:47:26	4.71 GB	1	24	00:46:32	COMPLETED	Duke_short/5.3_shortbred/logs/D21754D20.11147931.log
D21754D26	11147934	00:56:23	5.76 GB	1	24	00:55:38	COMPLETED	Duke_short/5.3_shortbred/logs/D21754D26.11147934.log
D21754D54	11147937	01:12:50	5.98 GB	1	24	01:11:59	COMPLETED	Duke_short/5.3_shortbred/logs/D21754D54.11147937.log
