Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
BMT134D186_2	27.923006864999437	45.0	144.89710527780244	151	9.090909090909092	27439697.0
BMT134D2_1	28.251689321705626	46.0	133.54263816961176	151	9.090909090909092	22841799.0
BMT134D2_2	26.616632937403267	46.0	133.51343486561632	151	9.090909090909092	22841799.0
BMT134D8_1	40.44247149713338	50.0	137.64552894249334	151	9.090909090909092	28705077.0
BMT134D8_2	38.32183645361101	50.0	137.58059436663416	151	9.090909090909092	28705077.0
BMT134pre_1	21.35255143005216	46.0	137.796811322776	151	9.090909090909092	30001406.0
BMT134pre_2	20.139471802915082	46.0	137.77877703464964	151	9.090909090909092	30001406.0
BMT138D5_1	17.48258216318216	46.0	141.20366064116527	151	9.090909090909092	22103942.0
BMT138D5_2	15.530278801816266	46.0	141.15431727064794	151	9.090909090909092	22103942.0
BMT138pre_1	28.356007346498103	43.0	136.15267276034595	151	9.090909090909092	42308320.0
BMT138pre_2	27.374486802177728	43.0	136.10982799600646	151	9.090909090909092	42308320.0
BMT140D13_1	50.30954285663065	41.0	140.63895642892604	151	18.181818181818183	10935489.0
BMT140D13_2	48.86786622974169	41.0	140.58556101149205	151	9.090909090909092	10935489.0
BMT140D14_1	41.1933159686617	43.0	129.96129587991294	151	9.090909090909092	35419640.0
BMT140D14_2	39.993522011786034	43.0	130.11987417150485	151	9.090909090909092	35419640.0
BMT140D62_1	41.79366557620581	50.0	136.6332427842897	151	18.181818181818183	23608937.0
BMT140D62_2	37.14890240278845	50.0	136.69242617742594	151	18.181818181818183	23608937.0
BMT140D75_1	40.70434013416414	49.0	139.23281195179933	151	9.090909090909092	36597000.0
BMT140D75_2	37.33173109720123	49.0	139.19593040413147	151	9.090909090909092	36597000.0
BMT140D87_1	50.657993144551554	46.0	143.9343040890581	151	18.181818181818183	45459222.0
BMT140D87_2	49.24153648317229	47.0	143.93371364780506	151	9.090909090909092	45459222.0
BMT140pre_1	29.583380877962966	43.0	135.1684619321522	151	9.090909090909092	41279967.0
BMT140pre_2	28.61177252141829	43.0	135.1557658221965	151	9.090909090909092	41279967.0
BMT141D14_1	36.40985210910388	46.0	142.9391568157945	151	9.090909090909092	38266324.0
BMT141D14_2	35.52842701001218	46.0	142.93132300871127	151	9.090909090909092	38266324.0
BMT141D163_1	27.95996841035611	45.0	141.93153767554932	151	9.090909090909092	38555045.0
BMT141D163_2	27.57108791360865	46.0	141.92317718731752	151	9.090909090909092	38555045.0
BMT141pre_1	20.1187222317717	47.0	139.16571463159698	151	9.090909090909092	23707460.0
BMT141pre_2	19.24079804217304	47.0	139.12640185831802	151	9.090909090909092	23707460.0
BMT142D1_1	52.34671772989076	47.0	144.72988710688537	151	18.181818181818183	21169493.0
BMT142D1_2	51.19351136519614	48.0	144.70229442906356	151	18.181818181818183	21169493.0
BMT142D8_1	34.37749669521405	43.0	138.6852346684238	151	9.090909090909092	21247000.0
BMT142D8_2	32.49896769709508	43.0	138.63695307572834	151	9.090909090909092	21247000.0
BMT142pre_1	34.63459467213164	44.0	138.21350637644653	151	9.090909090909092	27789067.0
BMT142pre_2	32.929031023582695	44.0	138.17895850911438	151	9.090909090909092	27789067.0
BMT144D207_1	47.07658759233869	39.0	143.60554136971226	151	9.090909090909092	25044530.0
BMT144D207_2	46.182349719133796	40.0	143.6173341643864	151	9.090909090909092	25044530.0
BMT144PRE_1	47.361919671959384	45.0	146.4592832455197	151	9.090909090909092	45730192.0
BMT144PRE_2	45.946524661058696	46.0	146.4299384966501	151	18.181818181818183	45730192.0
BMT146D142_1	37.77769107094545	43.0	142.7906340207757	151	9.090909090909092	44181691.0
BMT146D142_2	36.935762702302654	43.0	142.79336700806675	151	9.090909090909092	44181691.0
BMT146D2_1	22.722001383523533	42.0	134.4587563829704	151	9.090909090909092	16856572.0
BMT146D2_2	20.996461435845987	42.0	134.5403019664971	151	9.090909090909092	16856572.0
BMT146D42_1	38.97314486958322	46.0	142.0121439263385	151	9.090909090909092	16692789.0
BMT146D42_2	36.14975339851102	46.0	141.9824330733468	151	9.090909090909092	16692789.0
BMT146D52_1	14.280399387485133	42.0	138.8907009724003	151	9.090909090909092	6465547.0
BMT146D52_2	13.485628537693657	42.0	138.83628593218796	151	9.090909090909092	6465547.0
