SampleID	Actinomycetota	Bacteroidota	Campylobacterota	Candidatus_Melainabacteria	Candidatus_Saccharibacteria	Chloroflexota	Firmicutes	Fusobacteriota	Mycoplasmatota	Pseudomonadota	Synergistota	Thermodesulfobacteriota	Unclassified	UNCLASSIFIED	Verrucomicrobiota
D21309D365	2.36743494578726	10.0459093778912	0	0	0.0016519535466066	0	72.5092411910881	0	0	2.45099552652177	0.0011925867849834	0.0065901462340566	0.0021554901891552	11.66024	0.954599466557851
D21309D58	0.56397794566538	32.5627574702476	0	0	0	0	51.281783688798	0	0	0.005065215211197	0	0	0	15.57975	0.006677642053428
D21309PRE	4.88890869694064	6.21475477013987	0	0.102075951643066	0	0	68.9094495889593	0	0	0.455377966089775	0	0.189481832313777	0.0061542308507602	12.20783	7.02597194427959
D21376D20	2.45357942504188	40.2561811357943	0	0	0	0	40.5717556299334	0	0	0.0466141800538627	0.0691764946476027	0.316047645590758	0	12.37936	3.90728468792841
D21376D358	3.82889716066758	11.8616837560185	0	0	0	0	71.2499997603325	0	0	0.0088764928460661	0	0.0716183566362306	0.0019422820980006	12.11393	0.863049974234199
D21376D50	3.68408681616109	21.1973882358982	0	0	0	0.139000537877083	61.2773741280643	0	0	0.0686282123320884	0.112345555138423	0.730228491094571	0	11.91347	0.877482736448893
D21376D6	4.50344119244083	7.80543082924831	0	0	0	0	69.9972583699074	0	0	0.0047133740378616	0	0	0	16.57745	1.11171391930542
D21376D95	5.53882206835801	23.255362924961	0	0.0941911503801342	0	0.0800095193198155	63.9907530934747	0	0	0.0514306739114137	0.0777224618322293	0.585552329127014	0.0101136681520713	6.26814	0.0479063558157892
D21376PRE	8.51450043383637	7.06915661246173	0	0.785182445595385	0.0026630048503434	0.246670099434755	64.6640483938958	0	0	0.175329601075554	0.13336460204073	0.60848424140789	0	17.55403	0.246571164270036
D21590D19	0.167688331369891	7.80194862226347	0.001839665869417	0	0	0	74.4402211576069	0.047050848296605	0.0169658074624014	0	0	0	0	7.08758	10.4367032144557
D21590D6	5.68222231322935	6.0001153762903	0	0	0	0	55.6742580849006	0	0	0.0038342365062175	0	0	0	10.62386	22.0157123251467
D21590D97	1.66202698333472	6.70454333138435	0	0.0328557193097266	0	0	64.2249920752056	0	0	0.744478121113956	0	0	0	17.98373	8.64737763317299
D21590PRE	0.55608523998198	31.4971643471607	0	0	0	0	54.5921149441771	0	0	0.008041498803286	0	0	0	13.34592	0.0006845672472625
D21593D-3	20.5374240558068	7.20415340695783	0	0	0	0	64.9333819491745	0	0	0.115450343253619	0	0	0	7.16441	0.0451830830343651
D21593D7	9.45136770662017	18.5382324961675	0	0	0	0	69.6444764739749	0	0	0.0041203319137661	0	0	0	2.3618	0
D21593PRE	25.2931972017771	6.26295491785976	0	0	0	0	64.4708614722748	0	0	0.37142272372106	0	0	0	3.59167	0.0098914944333127
D21630D15	0.32143	3.40069	0	0	0	0	93.82756	0	0	0	0	2.43567	0	0	0.01464
D21630D28	1.62176321679065	0.632141224766956	0	8.76500776886803	0	0	82.4328088854461	0	0	0.004154865037451	0	2.04533976809144	0	4.48586	0.0129230629785547
D21630D35	1.12349979874616	5.56745119352045	0	0.357859135813841	0	0	87.3195585063571	0	0	0	0	2.10001071318145	0	3.53161	0
D21630D57	0.0059039252687248	0.0376345518136568	0	0	0	0	79.1969494473027	0	0	0	0	0	0	20.75268	0.0068311189015313
D21630D8	3.80547153430339	12.2633416626643	0	0	0	0	60.5896004385628	0	0	6.6066353671213	0.012255292779078	0.0868449994517402	0.002242853996171	15.364	1.26960770663256
D21630D96	1.57519715125898	30.6443450360988	0	0.0675458414852502	0	0	58.7249269103406	0.0032229797122805	0	0.377274191835415	0	0.268161678666934	0	2.33395	6.00538786449762
D21630PRE	6.87191941559734	23.2341071048234	0	0.0799050663536469	0	0	61.7411593985033	0	0	0.178756311285152	0	0.445742102192082	0.0817838724767335	6.9898	0.376821540944204
D21685D0	5.44118126196635	0.0190936786548535	0	0	0	0	76.627767427623	0	0	0	0	0	0	17.91196	0
D21685D15	5.41684614436302	0.0218753423777181	0	0	0.0258096326046434	0	80.6246175969648	0	0	0	0	0	0	13.9105	0.0003615759070697
D21685D22	23.4132599484418	0.0021649435347676	0	0	0.007802817323225	0	66.7796498202851	0	0	0	0	0	0	9.79402	0.0030940651351054
D21685D30	14.1980085416584	0.0115601140570445	0	0	0.0223348463193738	0	73.9978431937024	0	0	0.0153899533705997	0	0	0	11.75485	0
D21685D58	15.5164656602838	0.0064846944490666	0	0	0.011489479376562	0	72.882736593866	0	0	1.27430972785621	0	0	0	10.30851	0
D21685D7	3.70454243828275	0.0068103809756075	0	0	0.0700110647863288	0	83.3079069037758	0	0	0	0	0	0	12.91073	0
D21685NPE	5.30027256328752	0.112829868877489	0	0	0	0	81.5829740742876	1.96703524744641	0.0015822552563788	5.1865102939911	0	0	0	5.81814	0.0306656137783893
D21685PRE	6.57065312992604	0.822593490867334	0	0	0.0241270216383353	0	83.1874674647436	0	0	0.750797101978399	0	0	0	8.64437	0
D21752D14	1.39707286311189	22.5419305773557	0.207525909433558	0	0	0	60.9962569059445	0	0	0.134155833676471	0	0.128935862054722	0	14.56675	0.0273642702200685
D21752PRE	2.18485396769669	15.0529797194475	0	0	0	0	65.940805491569	0	0	0.0180804807878357	0	0.0875682114689786	0.0381198887241922	16.6414	0.0361943050164974
D21754D12	0.396451293912229	5.14484409533459	0	0	0	0	68.2905999741377	0	0	0.265669964207854	0	0	0	25.86092	0.0415178824458331
D21754D20	3.70971779147106	0.262797187272316	0	0	0	0	64.9251956739133	0	0	0.0001036538997918	0	0	0	30.8974	0.2047855546888
D21754D26	1.00848297068767	0.139033102304671	0	0	0	0	81.6705113603713	0.000694948340167	0	4.04574600453352	0	0	0	13.13146	0.0040654477899772
D21754D54	2.36117451607659	3.51860184979222	0	0	0	0	73.9712999624526	0.0049036061876719	0	0.249242610588093	0	0	0.0190615671903131	19.87572	0
D21754D8	0.327551991996671	0.84174623591075	0	0	0	0	75.3144692851072	0	0	0.492567956739692	0	0	0	22.98331	0.0403567467214332
D21754PRE	0.985689638965053	18.1248005506273	0	0	0	0	54.8118149563861	0	0	0.193758685118832	0	0	0.0577873654983442	10.93193	14.8942303032207
